Country/Region,Region,Year,CO2 Emissions,Energy Usage,GDP,Internet Usage,Mobile Phone Usage,Tourism Inbound,Tourism Outbound
Myanmar,Asia,12/1/2005,11613,14817,,0%,0%,$0B,$0B
Sri Lanka,Asia,12/1/2005,11643,9001,$24B,2%,17%,$1B,$1B
Malaysia,Asia,12/1/2005,177373,63507,$144B,49%,76%,$10B,$4B
Mongolia,Asia,12/1/2005,8647,2625,$3B,,22%,$0B,$0B
Uzbekistan,Asia,12/1/2005,111888,46965,$14B,3%,3%,$0B,
Brunei,Asia,12/1/2005,5126,2217,$10B,37%,63%,$0B,$0B
Kyrgyzstan,Asia,12/1/2005,5233,2497,$2B,11%,11%,$0B,$0B
Indonesia,Asia,12/1/2005,341992,179461,$286B,4%,21%,$5B,$5B
Maldives,Asia,12/1/2005,700,225,$1B,7%,68%,$1B,$0B
Turkmenistan,Asia,12/1/2005,45375,19166,$8B,1%,2%,,
India,Asia,12/1/2005,1411128,539388,$834B,2%,8%,$8B,$8B
Bhutan,Asia,12/1/2005,396,204,$1B,4%,6%,$0B,
Bangladesh,Asia,12/1/2005,37554,23868,$60B,0%,6%,$0B,$0B
Cambodia,Asia,12/1/2005,2776,3436,$6B,0%,8%,$1B,$0B
Philippines,Asia,12/1/2005,74832,38756,$103B,5%,41%,$3B,$2B
Laos,Asia,12/1/2005,1434,,$3B,1%,11%,$0B,$0B
Pakistan,Asia,12/1/2005,136636,76227,$110B,6%,8%,$1B,$2B
Nepal,Asia,12/1/2005,3242,9132,$8B,1%,1%,$0B,$0B
Tajikistan,Asia,12/1/2005,2439,2342,$2B,0%,4%,$0B,$0B
Timor-Leste,Asia,12/1/2005,176,58,$0B,0%,3%,,
Afghanistan,Asia,12/1/2005,1016,,$6B,1%,5%,,
Macao SAR,Asia,12/1/2006,1632,,$15B,46%,133%,$10B,$1B
South Korea,Asia,12/1/2006,470806,213600,"$1,010B",78%,85%,$9B,$21B
Japan,Asia,12/1/2006,1231302,519807,"$4,360B",69%,79%,$11B,$38B
Singapore,Asia,12/1/2006,30799,23509,$148B,59%,104%,$8B,$11B
Hong Kong SAR,Asia,12/1/2006,38555,13330,$194B,61%,137%,$16B,$14B
Thailand,Asia,12/1/2006,261211,101043,$207B,17%,61%,$17B,$6B
China,Asia,12/1/2006,6414463,1938944,"$2,710B",11%,35%,$37B,$28B
Georgia,Asia,12/1/2006,6150,3032,$8B,8%,38%,$0B,$0B
Armenia,Asia,12/1/2006,4382,2559,$6B,6%,42%,$0B,$0B
North Korea,Asia,12/1/2006,84557,21544,,,,,
Vietnam,Asia,12/1/2006,102456,42475,$66B,17%,22%,$3B,$1B
Azerbaijan,Asia,12/1/2006,39167,13232,$21B,12%,38%,$0B,$0B
Malaysia,Asia,12/1/2006,170648,63715,$163B,52%,74%,$12B,$5B
Myanmar,Asia,12/1/2006,12611,15015,,0%,0%,$0B,$0B
Sri Lanka,Asia,12/1/2006,11738,9083,$28B,3%,27%,$1B,$1B
Brunei,Asia,12/1/2006,4822,3152,$11B,42%,80%,$0B,$0B
Kazakhstan,Asia,12/1/2006,192532,61504,$81B,3%,51%,$1B,$1B
Mongolia,Asia,12/1/2006,9498,2925,$3B,,30%,$0B,$0B
Uzbekistan,Asia,12/1/2006,116530,48872,$17B,6%,10%,$0B,
Indonesia,Asia,12/1/2006,345120,183726,$365B,5%,28%,$5B,$5B
Maldives,Asia,12/1/2006,887,288,$1B,11%,90%,$1B,$0B
Turkmenistan,Asia,12/1/2006,46256,19628,$10B,1%,5%,,
Bhutan,Asia,12/1/2006,392,211,$1B,5%,12%,$0B,$0B
India,Asia,12/1/2006,1504365,567182,$949B,3%,15%,$9B,$9B
Kyrgyzstan,Asia,12/1/2006,5145,2450,$3B,12%,25%,$0B,$0B
Bangladesh,Asia,12/1/2006,48137,25332,$62B,1%,13%,$0B,$0B
Cambodia,Asia,12/1/2006,3000,3429,$7B,1%,13%,$1B,$0B
Nepal,Asia,12/1/2006,2662,9131,$9B,1%,5%,$0B,$0B
Philippines,Asia,12/1/2006,67693,38456,$122B,6%,49%,$4B,$2B
Pakistan,Asia,12/1/2006,146075,79345,$137B,7%,21%,$1B,$2B
Laos,Asia,12/1/2006,1580,,$3B,1%,17%,$0B,$0B
Tajikistan,Asia,12/1/2006,2655,2414,$3B,4%,31%,$0B,$0B
Timor-Leste,Asia,12/1/2006,180,59,$0B,0%,5%,$0B,$0B
Afghanistan,Asia,12/1/2006,1338,,$7B,2%,10%,,
Macao SAR,Asia,12/1/2007,1404,,$18B,47%,161%,$14B,$1B
Japan,Asia,12/1/2007,1251136,515198,"$4,360B",74%,84%,$12B,$37B
South Korea,Asia,12/1/2007,495837,222147,"$1,120B",79%,93%,$9B,$24B
Singapore,Asia,12/1/2007,17866,21819,$180B,70%,125%,$9B,$13B
Hong Kong SAR,Asia,12/1/2007,39963,14338,$212B,65%,155%,$18B,$15B
Thailand,Asia,12/1/2007,262205,104886,$247B,20%,80%,$21B,$7B
China,Asia,12/1/2007,6791805,2044606,"$3,490B",16%,41%,$41B,$33B
Georgia,Asia,12/1/2007,6190,3341,$10B,8%,59%,$0B,$0B
Armenia,Asia,12/1/2007,5068,2853,$9B,6%,63%,$0B,$0B
North Korea,Asia,12/1/2007,70370,18300,,,,,
Vietnam,Asia,12/1/2007,113651,45777,$77B,21%,52%,$4B,$1B
Azerbaijan,Asia,12/1/2007,41426,12113,$33B,15%,52%,$0B,$0B
Malaysia,Asia,12/1/2007,205308,69970,$194B,56%,87%,$18B,$7B
Brunei,Asia,12/1/2007,10176,3227,$12B,45%,96%,$0B,$0B
Myanmar,Asia,12/1/2007,12636,15595,,0%,1%,$0B,$0B
Sri Lanka,Asia,12/1/2007,12457,9261,$32B,4%,39%,$1B,$1B
Kazakhstan,Asia,12/1/2007,220313,66231,$105B,4%,80%,$1B,$1B
Indonesia,Asia,12/1/2007,375545,182885,$432B,6%,40%,$6B,$7B
Turkmenistan,Asia,12/1/2007,53516,22367,$13B,1%,8%,,
Mongolia,Asia,12/1/2007,10092,3114,$4B,9%,46%,$0B,$0B
India,Asia,12/1/2007,1611404,604659,"$1,240B",4%,20%,$11B,$11B
Bhutan,Asia,12/1/2007,392,244,$1B,6%,22%,$0B,$0B
Bangladesh,Asia,12/1/2007,48467,26626,$68B,2%,24%,$0B,$1B
Maldives,Asia,12/1/2007,917,299,$2B,16%,102%,$2B,$0B
Uzbekistan,Asia,12/1/2007,116944,48718,$22B,8%,21%,$0B,
Kyrgyzstan,Asia,12/1/2007,5871,2726,$4B,14%,42%,$0B,$0B
Philippines,Asia,12/1/2007,69669,38514,$149B,6%,65%,$6B,$2B
Nepal,Asia,12/1/2007,2699,9308,$10B,1%,13%,$0B,$0B
Cambodia,Asia,12/1/2007,3484,3482,$9B,1%,19%,$1B,$0B
Pakistan,Asia,12/1/2007,158895,83538,$152B,7%,38%,$1B,$2B
Laos,Asia,12/1/2007,1668,,$4B,2%,25%,$0B,$0B
Tajikistan,Asia,12/1/2007,3223,2583,$4B,7%,30%,$0B,$0B
Timor-Leste,Asia,12/1/2007,183,61,$1B,0%,8%,$0B,$0B
Afghanistan,Asia,12/1/2007,1991,,$10B,2%,18%,,
Macao SAR,Asia,12/1/2008,1192,,$21B,49%,184%,$17B,$1B
South Korea,Asia,12/1/2008,508052,226946,"$1,000B",81%,95%,$13B,$21B
Japan,Asia,12/1/2008,1206916,495352,"$4,850B",75%,87%,$14B,$39B
Singapore,Asia,12/1/2008,19637,25162,$192B,69%,132%,$11B,$16B
Hong Kong SAR,Asia,12/1/2008,38573,14139,$219B,67%,166%,$20B,$16B
Thailand,Asia,12/1/2008,261838,107656,$273B,18%,93%,$22B,$7B
China,Asia,12/1/2008,7035444,2120814,"$4,520B",23%,48%,$44B,$41B
Georgia,Asia,12/1/2008,6238,3005,$13B,10%,62%,$1B,$0B
Armenia,Asia,12/1/2008,5556,3004,$12B,6%,48%,$0B,$0B
North Korea,Asia,12/1/2008,78081,20164,,,,,
Azerbaijan,Asia,12/1/2008,45702,13322,$49B,17%,74%,$0B,$0B
Vietnam,Asia,12/1/2008,127164,48984,$99B,24%,86%,$4B,$1B
Myanmar,Asia,12/1/2008,9028,15033,,0%,1%,$0B,$0B
Malaysia,Asia,12/1/2008,213221,73006,$231B,56%,102%,$19B,$8B
Brunei,Asia,12/1/2008,10583,3542,$14B,46%,103%,$0B,$0B
Sri Lanka,Asia,12/1/2008,11892,8942,$41B,6%,54%,$1B,$1B
Bhutan,Asia,12/1/2008,422,,$1B,7%,37%,$0B,$0B
Indonesia,Asia,12/1/2008,412387,186605,$510B,8%,60%,$8B,$9B
Turkmenistan,Asia,12/1/2008,55093,22669,$19B,2%,23%,,
Mongolia,Asia,12/1/2008,10029,3156,$6B,10%,67%,$0B,$0B
India,Asia,12/1/2008,1811289,632956,"$1,220B",4%,30%,$12B,$12B
Bangladesh,Asia,12/1/2008,46435,27873,$80B,3%,30%,$0B,$1B
Maldives,Asia,12/1/2008,1008,,$2B,23%,139%,$2B,$0B
Kazakhstan,Asia,12/1/2008,230438,69983,$133B,11%,96%,$1B,$1B
Uzbekistan,Asia,12/1/2008,120039,50512,$28B,9%,46%,$0B,
Kyrgyzstan,Asia,12/1/2008,5680,2846,$5B,16%,65%,$1B,$0B
Nepal,Asia,12/1/2008,3047,9634,$13B,2%,16%,$0B,$1B
Philippines,Asia,12/1/2008,75944,40009,$174B,6%,75%,$3B,$3B
Cambodia,Asia,12/1/2008,3975,3514,$10B,1%,30%,$1B,$0B
Pakistan,Asia,12/1/2008,156676,82046,$170B,7%,53%,$1B,$2B
Laos,Asia,12/1/2008,1742,,$5B,4%,33%,$0B,$0B
Tajikistan,Asia,12/1/2008,3033,2473,$5B,9%,51%,$0B,$0B
Timor-Leste,Asia,12/1/2008,191,,$1B,0%,12%,$0B,$0B
Afghanistan,Asia,12/1/2008,3927,,$10B,2%,29%,$0B,$0B
Macao SAR,Asia,12/1/2009,1302,,$21B,54%,199%,$18B,$1B
South Korea,Asia,12/1/2009,509376,229178,$902B,82%,100%,$13B,$16B
Japan,Asia,12/1/2009,1100650,472174,"$5,040B",78%,91%,$13B,$35B
Singapore,Asia,12/1/2009,24767,28262,$192B,69%,139%,$9B,$16B
Thailand,Asia,12/1/2009,276587,107300,$264B,20%,100%,$20B,$6B
China,Asia,12/1/2009,7692211,2286137,"$4,990B",29%,55%,$43B,$47B
Hong Kong SAR,Asia,12/1/2009,36996,14933,$214B,69%,180%,$20B,$16B
North Korea,Asia,12/1/2009,74686,19358,,,0%,,
Georgia,Asia,12/1/2009,6058,3096,$11B,20%,65%,$1B,$0B
Armenia,Asia,12/1/2009,4353,2610,$9B,15%,74%,$0B,$0B
Azerbaijan,Asia,12/1/2009,42629,11937,$44B,27%,86%,$1B,$0B
Vietnam,Asia,12/1/2009,140057,53450,$106B,27%,111%,$3B,$1B
Brunei,Asia,12/1/2009,9094,3043,$11B,49%,105%,$0B,$0B
Myanmar,Asia,12/1/2009,10392,14246,,0%,1%,$0B,$0B
Malaysia,Asia,12/1/2009,203882,69858,$202B,56%,109%,$17B,$7B
Sri Lanka,Asia,12/1/2009,12831,9082,$42B,9%,79%,$1B,$1B
Indonesia,Asia,12/1/2009,453106,199782,$540B,7%,69%,$6B,$7B
Bhutan,Asia,12/1/2009,389,,$1B,7%,48%,$0B,$0B
Bangladesh,Asia,12/1/2009,52328,29131,$89B,3%,34%,$0B,$1B
Turkmenistan,Asia,12/1/2009,48525,19873,$20B,2%,43%,,
India,Asia,12/1/2009,1982263,698360,"$1,370B",5%,44%,$11B,$9B
Kazakhstan,Asia,12/1/2009,214087,63417,$115B,18%,108%,$1B,$1B
Maldives,Asia,12/1/2009,1067,,$2B,25%,143%,$1B,$0B
Mongolia,Asia,12/1/2009,11052,3252,$5B,10%,84%,$0B,$0B
Uzbekistan,Asia,12/1/2009,116607,44831,$33B,17%,60%,$0B,
Nepal,Asia,12/1/2009,3506,9986,$13B,2%,21%,$0B,$1B
Philippines,Asia,12/1/2009,74785,38102,$168B,9%,82%,$3B,$3B
Kyrgyzstan,Asia,12/1/2009,6480,2484,$5B,17%,85%,$1B,$0B
Cambodia,Asia,12/1/2009,4052,4907,$10B,1%,44%,$1B,$0B
Pakistan,Asia,12/1/2009,157890,83197,$168B,8%,56%,$1B,$1B
Laos,Asia,12/1/2009,1811,,$6B,6%,52%,$0B,$0B
Tajikistan,Asia,12/1/2009,2893,2333,$5B,10%,66%,$0B,$0B
Timor-Leste,Asia,12/1/2009,183,,$1B,0%,33%,$0B,$0B
Afghanistan,Asia,12/1/2009,6524,,$12B,4%,38%,$0B,$0B
Macao SAR,Asia,12/1/2010,1030,,$28B,55%,210%,$28B,$1B
South Korea,Asia,12/1/2010,567567,249964,"$1,090B",84%,105%,$14B,$21B
Singapore,Asia,12/1/2010,13520,34280,$236B,71%,145%,$14B,$19B
Japan,Asia,12/1/2010,1170715,499092,"$5,500B",78%,97%,$15B,$39B
Thailand,Asia,12/1/2010,295282,117429,$319B,22%,108%,$24B,$7B
China,Asia,12/1/2010,8286892,2516731,"$5,930B",34%,63%,$50B,$60B
Hong Kong SAR,Asia,12/1/2010,36289,13838,$229B,72%,196%,$27B,$18B
North Korea,Asia,12/1/2010,71624,18794,,,2%,,
Georgia,Asia,12/1/2010,6241,3122,$12B,27%,91%,$1B,$0B
Armenia,Asia,12/1/2010,4221,2483,$9B,25%,130%,$0B,$0B
Vietnam,Asia,12/1/2010,150230,58912,$116B,31%,125%,$4B,$1B
Brunei,Asia,12/1/2010,9160,3240,$12B,53%,109%,,
Myanmar,Asia,12/1/2010,8995,13997,,0%,1%,$0B,$0B
Azerbaijan,Asia,12/1/2010,45731,11586,$53B,46%,100%,$1B,$1B
Sri Lanka,Asia,12/1/2010,12710,9844,$50B,12%,84%,$1B,$1B
Malaysia,Asia,12/1/2010,216804,72645,$248B,56%,120%,$18B,$8B
Indonesia,Asia,12/1/2010,433989,211296,$709B,11%,88%,$8B,$8B
India,Asia,12/1/2010,2008823,723743,"$1,710B",8%,62%,$14B,$10B
Bhutan,Asia,12/1/2010,477,,$2B,14%,55%,$0B,$0B
Bangladesh,Asia,12/1/2010,56153,30756,$100B,4%,45%,$0B,$1B
Turkmenistan,Asia,12/1/2010,53054,22675,$22B,3%,63%,,
Maldives,Asia,12/1/2010,1074,,$2B,27%,152%,$2B,$0B
Mongolia,Asia,12/1/2010,11511,3454,$6B,10%,93%,$0B,$0B
Kazakhstan,Asia,12/1/2010,248729,74443,$148B,32%,122%,$1B,$1B
Uzbekistan,Asia,12/1/2010,104443,43747,$39B,20%,76%,$0B,
Nepal,Asia,12/1/2010,3755,10218,$16B,8%,34%,$0B,$1B
Philippines,Asia,12/1/2010,81591,40512,$200B,25%,89%,$3B,$4B
Cambodia,Asia,12/1/2010,4180,5024,$11B,1%,57%,$1B,$0B
Pakistan,Asia,12/1/2010,161396,84311,$177B,8%,57%,$1B,$1B
Kyrgyzstan,Asia,12/1/2010,6399,2805,$5B,18%,99%,$0B,$0B
Laos,Asia,12/1/2010,1874,,$7B,7%,63%,$0B,$0B
Tajikistan,Asia,12/1/2010,2860,2370,$6B,12%,78%,$0B,$0B
Timor-Leste,Asia,12/1/2010,183,,$1B,0%,44%,$0B,$0B
Afghanistan,Asia,12/1/2010,8236,,$16B,4%,46%,$0B,$0B
Japan,Asia,12/1/2011,,461468,"$5,910B",79%,102%,$13B,$40B
South Korea,Asia,12/1/2011,,260440,"$1,200B",84%,108%,$17B,$22B
Macao SAR,Asia,12/1/2011,,,$37B,60%,248%,$39B,$1B
Singapore,Asia,12/1/2011,,33447,$274B,71%,150%,$18B,$21B
Thailand,Asia,12/1/2011,,119147,$346B,24%,116%,$31B,$7B
China,Asia,12/1/2011,,2727728,"$7,320B",38%,72%,$53B,$79B
North Korea,Asia,12/1/2011,,19037,,,4%,,
Georgia,Asia,12/1/2011,,3543,$14B,32%,101%,$1B,$0B
Armenia,Asia,12/1/2011,,2716,$10B,32%,108%,$0B,$1B
Hong Kong SAR,Asia,12/1/2011,,14894,$249B,72%,216%,$33B,$19B
Vietnam,Asia,12/1/2011,,61210,$136B,35%,142%,$6B,$2B
Brunei,Asia,12/1/2011,,3832,$17B,56%,109%,,
Myanmar,Asia,12/1/2011,,14056,,1%,2%,$0B,$0B
Sri Lanka,Asia,12/1/2011,,10421,$59B,15%,88%,$1B,$1B
Malaysia,Asia,12/1/2011,,75907,$289B,61%,128%,$20B,$10B
Azerbaijan,Asia,12/1/2011,,12561,$66B,50%,110%,$2B,$2B
Bhutan,Asia,12/1/2011,,,$2B,21%,66%,$0B,$0B
Indonesia,Asia,12/1/2011,,209009,$846B,11%,103%,$9B,$9B
India,Asia,12/1/2011,,749447,"$1,880B",10%,73%,$18B,$14B
Bangladesh,Asia,12/1/2011,,31294,$112B,5%,55%,$0B,$1B
Turkmenistan,Asia,12/1/2011,,24710,$29B,5%,104%,,
Uzbekistan,Asia,12/1/2011,,47755,$45B,30%,90%,,
Nepal,Asia,12/1/2011,,10391,$19B,9%,49%,$0B,$0B
Maldives,Asia,12/1/2011,,,$2B,34%,160%,$2B,$0B
Mongolia,Asia,12/1/2011,,3607,$9B,13%,107%,$0B,$0B
Kazakhstan,Asia,12/1/2011,,78101,$188B,51%,157%,$2B,$2B
Philippines,Asia,12/1/2011,,40452,$224B,29%,99%,$4B,$6B
Pakistan,Asia,12/1/2011,,84845,$214B,9%,62%,$1B,$2B
Cambodia,Asia,12/1/2011,,5333,$13B,3%,94%,$2B,$0B
Kyrgyzstan,Asia,12/1/2011,,3097,$6B,20%,116%,$1B,$1B
Laos,Asia,12/1/2011,,,$8B,9%,84%,$0B,$0B
Tajikistan,Asia,12/1/2011,,2395,$7B,13%,81%,$0B,$0B
Timor-Leste,Asia,12/1/2011,,,$1B,1%,56%,$0B,$0B
Afghanistan,Asia,12/1/2011,,,$18B,5%,60%,$0B,$0B
Japan,Asia,12/1/2012,,451501,"$5,940B",86%,109%,$16B,$41B
Thailand,Asia,12/1/2012,,,$366B,27%,127%,$38B,$8B
Macao SAR,Asia,12/1/2012,,,$43B,61%,290%,$44B,$2B
South Korea,Asia,12/1/2012,,263002,"$1,220B",84%,109%,$20B,$22B
Singapore,Asia,12/1/2012,,,$287B,72%,152%,$19B,$22B
China,Asia,12/1/2012,,,"$8,230B",42%,81%,$55B,
Hong Kong SAR,Asia,12/1/2012,,,$263B,73%,229%,$38B,$20B
North Korea,Asia,12/1/2012,,,,,7%,,
Georgia,Asia,12/1/2012,,,$16B,37%,108%,$2B,$0B
Armenia,Asia,12/1/2012,,,$10B,39%,112%,$0B,$1B
Vietnam,Asia,12/1/2012,,,$156B,40%,148%,$7B,$2B
Brunei,Asia,12/1/2012,,,$17B,60%,114%,,
Myanmar,Asia,12/1/2012,,,,1%,7%,,
Sri Lanka,Asia,12/1/2012,,,$59B,18%,92%,$2B,$1B
Malaysia,Asia,12/1/2012,,,$305B,66%,141%,$20B,$12B
Azerbaijan,Asia,12/1/2012,,,$69B,54%,109%,$3B,$3B
Indonesia,Asia,12/1/2012,,,$877B,15%,114%,$9B,$9B
Bhutan,Asia,12/1/2012,,,$2B,25%,76%,$0B,$0B
Bangladesh,Asia,12/1/2012,,,$116B,6%,63%,$0B,$1B
India,Asia,12/1/2012,,,"$1,860B",13%,70%,$18B,$14B
Uzbekistan,Asia,12/1/2012,,,$51B,37%,71%,,
Turkmenistan,Asia,12/1/2012,,,$35B,7%,114%,,
Nepal,Asia,12/1/2012,,,$19B,11%,61%,$0B,$1B
Maldives,Asia,12/1/2012,,,$2B,39%,166%,$2B,$0B
Mongolia,Asia,12/1/2012,,,$10B,16%,121%,$0B,$0B
Kazakhstan,Asia,12/1/2012,,,$204B,53%,186%,$2B,$2B
Philippines,Asia,12/1/2012,,,$250B,36%,106%,$5B,$7B
Pakistan,Asia,12/1/2012,,,$225B,10%,67%,$1B,$2B
Cambodia,Asia,12/1/2012,,,$14B,5%,129%,$2B,$0B
Laos,Asia,12/1/2012,,,$9B,11%,65%,$0B,$0B
Kyrgyzstan,Asia,12/1/2012,,,$7B,22%,124%,$1B,$1B
Tajikistan,Asia,12/1/2012,,,$8B,15%,82%,$0B,$0B
Afghanistan,Asia,12/1/2012,,,$21B,6%,66%,$0B,$0B
Timor-Leste,Asia,12/1/2012,,,$1B,1%,56%,$0B,$0B
Monaco,Europe,12/1/2005,,,$4B,56%,51%,,
Faeroe Islands,Europe,12/1/2005,766,,$2B,68%,86%,,
Bosnia and Herzegovina,Europe,12/1/2005,25618,5042,$11B,21%,41%,$1B,$0B
Germany,Europe,12/1/2005,806703,335185,"$2,770B",69%,95%,$41B,$85B
Ukraine,Europe,12/1/2005,333869,142883,$86B,4%,64%,$4B,$3B
Belarus,Europe,12/1/2005,59064,26874,$30B,,42%,$0B,$1B
Lithuania,Europe,12/1/2005,13993,8848,$26B,36%,133%,$1B,$1B
Bulgaria,Europe,12/1/2005,47909,19898,$29B,20%,81%,$3B,$2B
Slovenia,Europe,12/1/2005,15867,7293,$36B,47%,88%,$2B,$1B
Russia,Europe,12/1/2005,1615688,651712,$764B,15%,83%,$8B,$18B
Latvia,Europe,12/1/2005,7176,4528,$16B,46%,84%,$0B,$1B
Romania,Europe,12/1/2005,95676,38693,$99B,22%,60%,$1B,$1B
Hungary,Europe,12/1/2005,57917,27583,$110B,39%,92%,$5B,$3B
Serbia,Europe,12/1/2005,,16051,$25B,26%,67%,$0B,$0B
Slovakia,Europe,12/1/2005,39175,18830,$61B,55%,84%,$1B,$1B
Poland,Europe,12/1/2005,303598,92377,$304B,39%,76%,$7B,$6B
Croatia,Europe,12/1/2005,23106,8905,$45B,33%,83%,$8B,$1B
Czech Republic,Europe,12/1/2005,120736,44941,$130B,35%,115%,$6B,$3B
Portugal,Europe,12/1/2005,65309,26467,$192B,35%,109%,$9B,$4B
Malta,Europe,12/1/2005,2699,881,$6B,41%,78%,$1B,$0B
Austria,Europe,12/1/2005,74238,33792,$305B,58%,105%,$18B,$11B
Greece,Europe,12/1/2005,98675,30248,$240B,24%,93%,$13B,$3B
Italy,Europe,12/1/2005,473380,183873,"$1,790B",35%,122%,$38B,$27B
Switzerland,Europe,12/1/2005,41375,25941,$385B,70%,92%,$12B,$11B
San Marino,Europe,12/1/2005,,,$1B,50%,58%,,
Isle of Man,Europe,12/1/2005,,,$3B,,,,
Andorra,Europe,12/1/2005,576,,$3B,38%,80%,,
Estonia,Europe,12/1/2005,16780,5164,$14B,62%,109%,$1B,$1B
North Macedonia,Europe,12/1/2005,11280,2842,$6B,27%,54%,$0B,$0B
Finland,Europe,12/1/2005,54646,34263,$196B,75%,101%,$3B,$4B
Belgium,Europe,12/1/2005,108525,58688,$377B,56%,91%,$11B,$17B
Liechtenstein,Europe,12/1/2005,,,$4B,63%,79%,,
Spain,Europe,12/1/2005,353462,141914,"$1,130B",48%,98%,$53B,$18B
Sweden,Europe,12/1/2005,51562,51569,$371B,85%,101%,$8B,$11B
Moldova,Europe,12/1/2005,4895,3500,$3B,15%,29%,$0B,$0B
Denmark,Europe,12/1/2005,47099,18888,$258B,83%,101%,$5B,$7B
Cyprus,Europe,12/1/2005,7503,2219,$17B,33%,76%,$3B,$1B
United Kingdom,Europe,12/1/2005,541986,222638,"$2,320B",70%,109%,$39B,$73B
Luxembourg,Europe,12/1/2005,11544,4382,$38B,70%,111%,$4B,$3B
Netherlands,Europe,12/1/2005,172228,78824,$638B,81%,97%,$17B,$17B
Norway,Europe,12/1/2005,42438,26771,$304B,82%,103%,$4B,$10B
Montenegro,Europe,12/1/2005,2057,987,$2B,27%,88%,,
France,Europe,12/1/2005,392072,270660,"$2,140B",43%,78%,$52B,$39B
Albania,Europe,12/1/2005,4254,2172,$8B,6%,48%,$1B,$1B
Iceland,Europe,12/1/2005,2204,3480,$16B,87%,95%,$1B,$1B
Ireland,Europe,12/1/2005,43535,14330,$203B,42%,103%,$7B,$6B
Turkey,Europe,12/1/2005,237369,84379,$483B,16%,64%,$21B,$4B
Kosovo,Europe,12/1/2005,,1946,$4B,,,,
Isle of Man,Europe,12/1/2006,,,$3B,,,,
Monaco,Europe,12/1/2006,,,$5B,62%,53%,,
Faeroe Islands,Europe,12/1/2006,766,,$2B,69%,101%,,
Bosnia and Herzegovina,Europe,12/1/2006,27169,5301,$12B,25%,49%,$1B,$0B
Germany,Europe,12/1/2006,808860,340492,"$2,900B",72%,102%,$46B,$86B
Croatia,Europe,12/1/2006,23175,8944,$50B,38%,100%,$8B,$1B
Slovenia,Europe,12/1/2006,16245,7321,$39B,54%,91%,$2B,$1B
Malta,Europe,12/1/2006,2574,834,$6B,40%,83%,$1B,$0B
Austria,Europe,12/1/2006,71565,33799,$325B,64%,112%,$19B,$12B
Russia,Europe,12/1/2006,1669618,670673,$990B,18%,105%,$10B,$19B
Ukraine,Europe,12/1/2006,326480,137333,$108B,5%,105%,$4B,$3B
Belarus,Europe,12/1/2006,61829,28621,$37B,16%,62%,$0B,$1B
Lithuania,Europe,12/1/2006,14294,8718,$30B,44%,146%,$1B,$1B
Latvia,Europe,12/1/2006,7583,4688,$20B,54%,99%,$1B,$1B
Romania,Europe,12/1/2006,102595,39936,$123B,25%,73%,$2B,$1B
Bulgaria,Europe,12/1/2006,48943,20459,$33B,27%,108%,$3B,$2B
Hungary,Europe,12/1/2006,57235,27330,$113B,47%,99%,$5B,$2B
Slovakia,Europe,12/1/2006,38929,18640,$69B,56%,91%,$2B,$1B
Serbia,Europe,12/1/2006,53766,17064,$29B,27%,82%,$0B,$0B
Poland,Europe,12/1/2006,320004,97241,$342B,45%,96%,$8B,$8B
Czech Republic,Europe,12/1/2006,122764,45904,$148B,48%,121%,$7B,$3B
Portugal,Europe,12/1/2006,59108,24698,$202B,38%,116%,$10B,$4B
Greece,Europe,12/1/2006,97286,30223,$262B,32%,99%,$14B,$3B
Liechtenstein,Europe,12/1/2006,,,$4B,64%,82%,,
Italy,Europe,12/1/2006,469347,181830,"$1,870B",38%,136%,$42B,$27B
Switzerland,Europe,12/1/2006,41877,27084,$405B,76%,99%,$13B,$11B
San Marino,Europe,12/1/2006,,,$1B,50%,58%,,
Andorra,Europe,12/1/2006,546,,$3B,49%,84%,,
Estonia,Europe,12/1/2006,16190,5038,$17B,64%,126%,$1B,$1B
North Macedonia,Europe,12/1/2006,10939,2924,$7B,29%,60%,$0B,$0B
Finland,Europe,12/1/2006,66197,37334,$208B,80%,108%,$4B,$4B
Netherlands,Europe,12/1/2006,167201,76830,$678B,84%,106%,$18B,$17B
Spain,Europe,12/1/2006,350037,141748,"$1,240B",50%,104%,$58B,$20B
Moldova,Europe,12/1/2006,4994,3441,$3B,20%,37%,$0B,$0B
Denmark,Europe,12/1/2006,55005,20252,$274B,87%,107%,$6B,$7B
Cyprus,Europe,12/1/2006,7789,2308,$18B,36%,83%,$3B,$1B
United Kingdom,Europe,12/1/2006,542041,218961,"$2,480B",69%,116%,$44B,$78B
Luxembourg,Europe,12/1/2006,11357,4329,$43B,73%,153%,$4B,$3B
Belgium,Europe,12/1/2006,106834,58111,$400B,60%,93%,$12B,$18B
Sweden,Europe,12/1/2006,49571,50207,$399B,88%,106%,$10B,$12B
Montenegro,Europe,12/1/2006,2384,1118,$3B,29%,104%,,
France,Europe,12/1/2006,382582,266793,"$2,260B",47%,84%,$54B,$39B
Norway,Europe,12/1/2006,44257,27129,$340B,83%,104%,$4B,$11B
Albania,Europe,12/1/2006,3865,2068,$9B,10%,60%,$1B,$1B
Ireland,Europe,12/1/2006,43458,14607,$223B,55%,111%,$8B,$7B
Iceland,Europe,12/1/2006,2277,4159,$17B,90%,100%,$1B,$1B
Kosovo,Europe,12/1/2006,,1966,$4B,,,,
