Country/Region,Region,Year,Business Tax Rate,Days to Start Business,Ease of Business,Hours to do Tax,Lending Interest
Netherlands,Europe,12/1/2009,39%,8,0,164,0.02
Spain,Europe,12/1/2009,57%,47,0,213,0
Liechtenstein,Europe,12/1/2009,0%,0,0,0,0
San Marino,Europe,12/1/2009,0%,0,0,0,0.057
Russia,Europe,12/1/2009,48%,29,0,320,0.153
Moldova,Europe,12/1/2009,31%,10,0,228,0.205
Lithuania,Europe,12/1/2009,44%,26,0,166,0.084
Estonia,Europe,12/1/2009,48%,7,0,81,0.094
Montenegro,Europe,12/1/2009,26%,12,0,372,0.094
Cyprus,Europe,12/1/2009,21%,8,0,149,0
Belgium,Europe,12/1/2009,55%,4,0,156,0.095
Sweden,Europe,12/1/2009,54%,16,0,122,0
Albania,Europe,12/1/2009,37%,6,0,368,0.127
United Kingdom,Europe,12/1/2009,35%,12,0,110,0.006
France,Europe,12/1/2009,65%,7,0,132,0
Norway,Europe,12/1/2009,41%,7,0,87,0.043
Iceland,Europe,12/1/2009,24%,5,0,140,0.19
Ireland,Europe,12/1/2009,26%,13,0,76,0
Turkey,Europe,12/1/2009,43%,6,0,223,0
Kosovo,Europe,12/1/2009,28%,52,0,163,0.141
Isle of Man,Europe,12/1/2010,0%,0,0,0,0
Monaco,Europe,12/1/2010,0%,0,0,0,0
Faeroe Islands,Europe,12/1/2010,0%,0,0,0,0
Germany,Europe,12/1/2010,47%,15,0,215,0
Latvia,Europe,12/1/2010,38%,16,0,293,0.096
Serbia,Europe,12/1/2010,34%,13,0,279,0.173
Hungary,Europe,12/1/2010,55%,4,0,277,0.076
Bosnia and Herzegovina,Europe,12/1/2010,22%,64,0,422,0.079
Austria,Europe,12/1/2010,53%,25,0,170,0
Malta,Europe,12/1/2010,0%,0,0,0,0.046
Liechtenstein,Europe,12/1/2010,0%,0,0,0,0
Italy,Europe,12/1/2010,68%,6,0,285,0.04
Andorra,Europe,12/1/2010,0%,0,0,0,0
Bulgaria,Europe,12/1/2010,28%,18,0,616,0.111
Croatia,Europe,12/1/2010,22%,9,0,196,0.104
Portugal,Europe,12/1/2010,43%,5,0,298,0
Greece,Europe,12/1/2010,47%,19,0,224,0
Spain,Europe,12/1/2010,57%,47,0,197,0
Switzerland,Europe,12/1/2010,29%,18,0,63,0.027
Ukraine,Europe,12/1/2010,56%,27,0,657,0.159
Belarus,Europe,12/1/2010,81%,10,0,798,0.092
Romania,Europe,12/1/2010,44%,9,0,222,0.141
Slovakia,Europe,12/1/2010,47%,18,0,257,0
Poland,Europe,12/1/2010,40%,32,0,325,0
North Macedonia,Europe,12/1/2010,8%,3,0,119,0.095
Czech Republic,Europe,12/1/2010,48%,20,0,557,0.059
Slovenia,Europe,12/1/2010,35%,6,0,260,0
Denmark,Europe,12/1/2010,28%,6,0,135,0
Finland,Europe,12/1/2010,41%,14,0,243,0
Netherlands,Europe,12/1/2010,39%,8,0,134,0.018
San Marino,Europe,12/1/2010,0%,0,0,0,0.054
Moldova,Europe,12/1/2010,30%,10,0,228,0.164
Lithuania,Europe,12/1/2010,45%,22,0,175,0.06
Estonia,Europe,12/1/2010,49%,7,0,81,0.078
Montenegro,Europe,12/1/2010,25%,10,0,372,0.095
Cyprus,Europe,12/1/2010,22%,8,0,149,0
Belgium,Europe,12/1/2010,57%,4,0,156,0
Luxembourg,Europe,12/1/2010,20%,19,0,59,0
Sweden,Europe,12/1/2010,52%,16,0,122,0
Russia,Europe,12/1/2010,47%,29,0,320,0.108
Albania,Europe,12/1/2010,33%,6,0,360,0.128
France,Europe,12/1/2010,65%,7,0,132,0
United Kingdom,Europe,12/1/2010,36%,12,0,110,0.005
Norway,Europe,12/1/2010,41%,7,0,87,0
Iceland,Europe,12/1/2010,26%,5,0,140,0.103
Ireland,Europe,12/1/2010,25%,13,0,76,0
Turkey,Europe,12/1/2010,43%,6,0,226,0
Kosovo,Europe,12/1/2010,17%,58,0,163,0.143
Isle of Man,Europe,12/1/2011,0%,0,0,0,0
Andorra,Europe,12/1/2011,0%,0,0,0,0
Monaco,Europe,12/1/2011,0%,0,0,0,0
Germany,Europe,12/1/2011,46%,15,0,221,0
Latvia,Europe,12/1/2011,37%,16,0,290,0.064
Hungary,Europe,12/1/2011,52%,4,0,277,0.083
Serbia,Europe,12/1/2011,34%,13,0,279,0.172
Bosnia and Herzegovina,Europe,12/1/2011,24%,40,0,422,0.074
Portugal,Europe,12/1/2011,43%,4,0,275,0
Austria,Europe,12/1/2011,52%,25,0,170,0
Italy,Europe,12/1/2011,68%,6,0,285,0.046
Romania,Europe,12/1/2011,43%,14,0,222,0.121
Bulgaria,Europe,12/1/2011,27%,18,0,500,0.106
Poland,Europe,12/1/2011,40%,32,0,296,0
Croatia,Europe,12/1/2011,22%,8,0,196,0.097
Czech Republic,Europe,12/1/2011,48%,20,0,557,0.057
Greece,Europe,12/1/2011,46%,11,0,224,0
Malta,Europe,12/1/2011,41%,40,0,139,0.047
San Marino,Europe,12/1/2011,0%,0,0,0,0.059
Spain,Europe,12/1/2011,39%,28,0,187,0
Switzerland,Europe,12/1/2011,29%,18,0,63,0.027
Ukraine,Europe,12/1/2011,57%,24,0,657,0.159
Lithuania,Europe,12/1/2011,43%,22,0,175,0
Estonia,Europe,12/1/2011,58%,7,0,81,0.061
Slovakia,Europe,12/1/2011,48%,18,0,231,0
North Macedonia,Europe,12/1/2011,8%,3,0,119,0.089
Slovenia,Europe,12/1/2011,34%,6,0,260,0
Finland,Europe,12/1/2011,39%,14,0,93,0
Denmark,Europe,12/1/2011,26%,6,0,135,0
Netherlands,Europe,12/1/2011,40%,8,0,127,0.02
Luxembourg,Europe,12/1/2011,20%,19,0,59,0
Liechtenstein,Europe,12/1/2011,0%,0,0,0,0
Moldova,Europe,12/1/2011,31%,9,0,228,0.144
Belarus,Europe,12/1/2011,62%,10,0,654,0.136
Montenegro,Europe,12/1/2011,21%,10,0,372,0.097
Cyprus,Europe,12/1/2011,22%,8,0,149,0
Belgium,Europe,12/1/2011,57%,4,0,156,0
Faeroe Islands,Europe,12/1/2011,0%,0,0,0,0
Norway,Europe,12/1/2011,41%,7,0,87,0
Sweden,Europe,12/1/2011,52%,16,0,122,0
Russia,Europe,12/1/2011,47%,29,0,290,0.085
Albania,Europe,12/1/2011,32%,6,0,371,0.124
United Kingdom,Europe,12/1/2011,36%,12,0,110,0.005
France,Europe,12/1/2011,65%,7,0,132,0
Iceland,Europe,12/1/2011,30%,5,0,140,0.077
Ireland,Europe,12/1/2011,25%,13,0,76,0
Turkey,Europe,12/1/2011,40%,6,0,226,0
Kosovo,Europe,12/1/2011,15%,58,0,164,0.139
Isle of Man,Europe,12/1/2012,0%,0,0,0,0
Monaco,Europe,12/1/2012,0%,0,0,0,0
Germany,Europe,12/1/2012,46%,15,19,207,0
Hungary,Europe,12/1/2012,50%,5,52,277,0.09
Serbia,Europe,12/1/2012,34%,12,87,279,0.182
Bosnia and Herzegovina,Europe,12/1/2012,24%,37,130,407,0.069
Portugal,Europe,12/1/2012,42%,4,29,275,0
Greece,Europe,12/1/2012,44%,12,89,202,0
Austria,Europe,12/1/2012,52%,25,28,170,0
Italy,Europe,12/1/2012,68%,6,67,269,0.052
Andorra,Europe,12/1/2012,0%,0,0,0,0
San Marino,Europe,12/1/2012,42%,40,74,52,0
Lithuania,Europe,12/1/2012,43%,20,25,175,0
Latvia,Europe,12/1/2012,36%,16,24,264,0.055
Romania,Europe,12/1/2012,43%,10,73,216,0.113
Bulgaria,Europe,12/1/2012,28%,18,57,454,0.097
Slovakia,Europe,12/1/2012,47%,14,43,207,0
Poland,Europe,12/1/2012,40%,32,48,286,0
Croatia,Europe,12/1/2012,22%,8,88,196,0.095
Czech Republic,Europe,12/1/2012,48%,20,68,413,0.054
Denmark,Europe,12/1/2012,27%,6,5,130,0
Malta,Europe,12/1/2012,41%,40,100,139,0.047
Liechtenstein,Europe,12/1/2012,0%,0,0,0,0
Spain,Europe,12/1/2012,39%,28,46,167,0
Switzerland,Europe,12/1/2012,29%,18,27,63,0.027
Ukraine,Europe,12/1/2012,55%,22,140,491,0.184
Estonia,Europe,12/1/2012,66%,7,21,81,0.057
North Macedonia,Europe,12/1/2012,8%,2,36,119,0.085
Slovenia,Europe,12/1/2012,34%,6,31,260,0
Belgium,Europe,12/1/2012,58%,4,32,156,0
Finland,Europe,12/1/2012,41%,14,12,93,0
Netherlands,Europe,12/1/2012,39%,5,30,127,0.016
Luxembourg,Europe,12/1/2012,20%,19,56,59,0
Moldova,Europe,12/1/2012,31%,9,86,220,0.134
Belarus,Europe,12/1/2012,61%,10,64,338,0.195
Montenegro,Europe,12/1/2012,21%,10,50,320,0.096
Cyprus,Europe,12/1/2012,22%,8,38,147,0
Norway,Europe,12/1/2012,41%,7,7,87,0
Sweden,Europe,12/1/2012,52%,16,14,122,0
Russia,Europe,12/1/2012,54%,18,111,177,0.091
Albania,Europe,12/1/2012,32%,5,82,357,0.109
France,Europe,12/1/2012,65%,7,35,132,0
United Kingdom,Europe,12/1/2012,35%,12,11,110,0.005
Faeroe Islands,Europe,12/1/2012,0%,0,0,0,0
Iceland,Europe,12/1/2012,31%,5,13,140,0.083
Ireland,Europe,12/1/2012,26%,10,15,80,0
Turkey,Europe,12/1/2012,40%,6,72,226,0
Kosovo,Europe,12/1/2012,15%,52,96,164,0.129
Lebanon,Middle East,12/1/2005,35%,46,0,180,0.106
Qatar,Middle East,12/1/2005,0%,0,0,0,0.067
United Arab Emirates,Middle East,12/1/2005,14%,19,0,12,0
Iran,Middle East,12/1/2005,44%,28,0,344,0.16
Bahrain,Middle East,12/1/2005,0%,0,0,0,0.078
Kuwait,Middle East,12/1/2005,11%,35,0,98,0.075
Israel,Middle East,12/1/2005,39%,20,0,230,0.068
Oman,Middle East,12/1/2005,20%,35,0,52,0.071
Saudi Arabia,Middle East,12/1/2005,15%,67,0,69,0
Syria,Middle East,12/1/2005,43%,43,0,336,0.08
Jordan,Middle East,12/1/2005,31%,16,0,136,0.076
Iraq,Middle East,12/1/2005,24%,32,0,312,0.137
Yemen,Middle East,12/1/2005,195%,63,0,248,0.18
Lebanon,Middle East,12/1/2006,35%,46,0,180,0.103
Qatar,Middle East,12/1/2006,0%,0,0,0,0.072
United Arab Emirates,Middle East,12/1/2006,14%,19,0,12,0
Iran,Middle East,12/1/2006,44%,28,0,344,0.14
Bahrain,Middle East,12/1/2006,0%,0,0,0,0.08
Kuwait,Middle East,12/1/2006,11%,35,0,98,0.086
Israel,Middle East,12/1/2006,38%,20,0,230,0.081
Oman,Middle East,12/1/2006,20%,35,0,52,0.074
Saudi Arabia,Middle East,12/1/2006,15%,42,0,79,0
Syria,Middle East,12/1/2006,43%,43,0,336,0.08
Jordan,Middle East,12/1/2006,31%,16,0,136,0.082
Iraq,Middle East,12/1/2006,28%,32,0,312,0.145
Yemen,Middle East,12/1/2006,48%,63,0,248,0.18
Lebanon,Middle East,12/1/2007,35%,46,0,180,0.103
Qatar,Middle East,12/1/2007,11%,7,0,36,0.074
United Arab Emirates,Middle East,12/1/2007,14%,18,0,12,0
Bahrain,Middle East,12/1/2007,15%,9,0,36,0.083
Iran,Middle East,12/1/2007,44%,28,0,344,0.12
Kuwait,Middle East,12/1/2007,11%,35,0,98,0.085
Israel,Middle East,12/1/2007,35%,20,0,230,0.069
Saudi Arabia,Middle East,12/1/2007,15%,20,0,79,0
Oman,Middle East,12/1/2007,12%,35,0,62,0.073
Syria,Middle East,12/1/2007,43%,43,0,336,0.102
Jordan,Middle East,12/1/2007,31%,13,0,136,0.087
Yemen,Middle East,12/1/2007,48%,63,0,248,0.18
Iraq,Middle East,12/1/2007,28%,32,0,312,0.195
Lebanon,Middle East,12/1/2008,36%,11,0,180,0.1
Qatar,Middle East,12/1/2008,11%,7,0,36,0.068
United Arab Emirates,Middle East,12/1/2008,14%,18,0,12,0
Bahrain,Middle East,12/1/2008,14%,9,0,36,0.082
Iran,Middle East,12/1/2008,44%,28,0,344,0.12
Kuwait,Middle East,12/1/2008,11%,35,0,98,0.076
Saudi Arabia,Middle East,12/1/2008,15%,20,0,79,0
Oman,Middle East,12/1/2008,22%,14,0,62,0.071
Israel,Middle East,12/1/2008,33%,20,0,230,0.066
Syria,Middle East,12/1/2008,40%,16,0,336,0.102
Jordan,Middle East,12/1/2008,31%,13,0,136,0.09
Yemen,Middle East,12/1/2008,48%,13,0,248,0.18
Iraq,Middle East,12/1/2008,28%,32,0,312,0.195
Qatar,Middle East,12/1/2009,11%,7,0,36,0.07
Lebanon,Middle East,12/1/2009,30%,9,0,180,0.096
United Arab Emirates,Middle East,12/1/2009,14%,15,0,12,0
Bahrain,Middle East,12/1/2009,14%,9,0,36,0.079
Iran,Middle East,12/1/2009,44%,9,0,344,0.12
Kuwait,Middle East,12/1/2009,11%,35,0,98,0.062
Saudi Arabia,Middle East,12/1/2009,15%,21,0,79,0
Oman,Middle East,12/1/2009,22%,12,0,62,0.074
Israel,Middle East,12/1/2009,32%,20,0,230,0.042
Syria,Middle East,12/1/2009,40%,15,0,336,0.1
Jordan,Middle East,12/1/2009,31%,12,0,136,0.092
Yemen,Middle East,12/1/2009,48%,12,0,248,0.18
Iraq,Middle East,12/1/2009,28%,32,0,312,0.156
Qatar,Middle East,12/1/2010,11%,10,0,36,0.073
Lebanon,Middle East,12/1/2010,30%,9,0,180,0.083
Bahrain,Middle East,12/1/2010,14%,9,0,36,0.072
United Arab Emirates,Middle East,12/1/2010,14%,15,0,12,0
Iran,Middle East,12/1/2010,44%,11,0,344,0.12
Kuwait,Middle East,12/1/2010,11%,35,0,98,0.049
Saudi Arabia,Middle East,12/1/2010,15%,21,0,79,0
Oman,Middle East,12/1/2010,22%,12,0,62,0.068
Israel,Middle East,12/1/2010,31%,20,0,235,0.05
Syria,Middle East,12/1/2010,40%,13,0,336,0.099
Jordan,Middle East,12/1/2010,31%,12,0,136,0.09
Yemen,Middle East,12/1/2010,48%,12,0,248,0.238
Iraq,Middle East,12/1/2010,28%,32,0,312,0.133
Qatar,Middle East,12/1/2011,11%,9,0,36,0.055
Lebanon,Middle East,12/1/2011,30%,9,0,180,0.075
Bahrain,Middle East,12/1/2011,14%,9,0,36,0.068
United Arab Emirates,Middle East,12/1/2011,14%,13,0,12,0
Iran,Middle East,12/1/2011,44%,11,0,344,0.11
Saudi Arabia,Middle East,12/1/2011,15%,21,0,79,0
Kuwait,Middle East,12/1/2011,11%,32,0,98,0.052
Israel,Middle East,12/1/2011,30%,20,0,235,0.06
Oman,Middle East,12/1/2011,22%,8,0,62,0.062
Syria,Middle East,12/1/2011,40%,13,0,336,0
Jordan,Middle East,12/1/2011,28%,12,0,151,0.087
Yemen,Middle East,12/1/2011,33%,12,0,248,0.25
Iraq,Middle East,12/1/2011,28%,32,0,312,0.136
Qatar,Middle East,12/1/2012,11%,9,45,48,0.054
Lebanon,Middle East,12/1/2012,30%,9,105,180,0.072
United Arab Emirates,Middle East,12/1/2012,15%,8,26,12,0
Bahrain,Middle East,12/1/2012,14%,9,47,36,0.06
Iran,Middle East,12/1/2012,44%,16,152,344,0.11
Saudi Arabia,Middle East,12/1/2012,15%,21,22,72,0
Kuwait,Middle East,12/1/2012,12%,32,101,98,0.05
Oman,Middle East,12/1/2012,22%,8,44,62,0.057
Israel,Middle East,12/1/2012,29%,21,33,235,0.056
Syria,Middle East,12/1/2012,40%,13,147,336,0
Jordan,Middle East,12/1/2012,28%,12,119,151,0.088
Yemen,Middle East,12/1/2012,33%,40,129,248,0.245
Iraq,Middle East,12/1/2012,28%,29,155,312,0.13
American Samoa,Oceania,12/1/2005,0%,0,0,0,0
Australia,Oceania,12/1/2005,52%,3,0,107,0.091
New Zealand,Oceania,12/1/2005,37%,12,0,172,0.078
New Caledonia,Oceania,12/1/2005,0%,0,0,0,0
French Polynesia,Oceania,12/1/2005,0%,0,0,0,0
Guam,Oceania,12/1/2005,0%,0,0,0,0
Fiji,Oceania,12/1/2005,42%,46,0,140,0.068
Kiribati,Oceania,12/1/2005,32%,31,0,120,0
"Micronesia, Fed. Sts.",Oceania,12/1/2005,60%,16,0,128,0.164
Vanuatu,Oceania,12/1/2005,8%,47,0,120,0.075
Samoa,Oceania,12/1/2005,20%,35,0,224,0.114
Tonga,Oceania,12/1/2005,28%,32,0,164,0.114
Papua New Guinea,Oceania,12/1/2005,42%,51,0,207,0.115
Marshall Islands,Oceania,12/1/2005,65%,17,0,128,0
Solomon Islands,Oceania,12/1/2005,26%,56,0,80,0.141
Australia,Oceania,12/1/2006,51%,3,0,107,0.094
New Zealand,Oceania,12/1/2006,35%,12,0,172,0.082
French Polynesia,Oceania,12/1/2006,0%,0,0,0,0
New Caledonia,Oceania,12/1/2006,0%,0,0,0,0
Guam,Oceania,12/1/2006,0%,0,0,0,0
American Samoa,Oceania,12/1/2006,0%,0,0,0,0
Fiji,Oceania,12/1/2006,42%,46,0,140,0.073
Kiribati,Oceania,12/1/2006,32%,31,0,120,0
"Micronesia, Fed. Sts.",Oceania,12/1/2006,60%,16,0,128,0.156
Vanuatu,Oceania,12/1/2006,8%,47,0,120,0.083
Samoa,Oceania,12/1/2006,20%,35,0,224,0.117
Tonga,Oceania,12/1/2006,28%,32,0,164,0.12
Papua New Guinea,Oceania,12/1/2006,42%,51,0,207,0.106
Solomon Islands,Oceania,12/1/2006,26%,56,0,80,0.139
Marshall Islands,Oceania,12/1/2006,65%,17,0,128,0
American Samoa,Oceania,12/1/2007,0%,0,0,0,0
Australia,Oceania,12/1/2007,50%,3,0,107,0.082
New Zealand,Oceania,12/1/2007,36%,12,0,172,0.086
New Caledonia,Oceania,12/1/2007,0%,0,0,0,0
French Polynesia,Oceania,12/1/2007,0%,0,0,0,0
Guam,Oceania,12/1/2007,0%,0,0,0,0
Fiji,Oceania,12/1/2007,42%,46,0,140,0.09
Kiribati,Oceania,12/1/2007,32%,31,0,120,0
"Micronesia, Fed. Sts.",Oceania,12/1/2007,59%,16,0,128,0.14
Vanuatu,Oceania,12/1/2007,8%,47,0,120,0.082
Tonga,Oceania,12/1/2007,28%,32,0,164,0.122
Samoa,Oceania,12/1/2007,20%,35,0,224,0.127
Papua New Guinea,Oceania,12/1/2007,42%,51,0,207,0.098
Solomon Islands,Oceania,12/1/2007,26%,56,0,80,0.141
Marshall Islands,Oceania,12/1/2007,65%,17,0,128,0
American Samoa,Oceania,12/1/2008,0%,0,0,0,0
Marshall Islands,Oceania,12/1/2008,65%,17,0,128,0
Australia,Oceania,12/1/2008,50%,3,0,107,0.089
New Zealand,Oceania,12/1/2008,36%,1,0,172,0.089
New Caledonia,Oceania,12/1/2008,0%,0,0,0,0
French Polynesia,Oceania,12/1/2008,0%,0,0,0,0
Guam,Oceania,12/1/2008,0%,0,0,0,0
Fiji,Oceania,12/1/2008,42%,46,0,140,0.08
Kiribati,Oceania,12/1/2008,32%,31,0,120,0
"Micronesia, Fed. Sts.",Oceania,12/1/2008,59%,16,0,128,0.144
Vanuatu,Oceania,12/1/2008,8%,47,0,120,0.053
Tonga,Oceania,12/1/2008,28%,25,0,164,0.125
Samoa,Oceania,12/1/2008,19%,35,0,224,0.127
Papua New Guinea,Oceania,12/1/2008,42%,51,0,194,0.092
Solomon Islands,Oceania,12/1/2008,26%,56,0,80,0.144
American Samoa,Oceania,12/1/2009,0%,0,0,0,0
Marshall Islands,Oceania,12/1/2009,65%,17,0,128,0
New Zealand,Oceania,12/1/2009,33%,1,0,172,0.067
Australia,Oceania,12/1/2009,48%,3,0,107,0.06
New Caledonia,Oceania,12/1/2009,0%,0,0,0,0
French Polynesia,Oceania,12/1/2009,0%,0,0,0,0
Guam,Oceania,12/1/2009,0%,0,0,0,0
Fiji,Oceania,12/1/2009,41%,46,0,150,0.079
Kiribati,Oceania,12/1/2009,32%,31,0,120,0
"Micronesia, Fed. Sts.",Oceania,12/1/2009,59%,16,0,128,0.154
Vanuatu,Oceania,12/1/2009,8%,47,0,120,0.055
Samoa,Oceania,12/1/2009,19%,9,0,224,0.121
Tonga,Oceania,12/1/2009,28%,25,0,164,0.125
Papua New Guinea,Oceania,12/1/2009,42%,51,0,194,0.101
Solomon Islands,Oceania,12/1/2009,26%,56,0,80,0.153
Marshall Islands,Oceania,12/1/2010,65%,17,0,128,0
Australia,Oceania,12/1/2010,48%,3,0,109,0.073
New Zealand,Oceania,12/1/2010,35%,1,0,172,0.063
French Polynesia,Oceania,12/1/2010,0%,0,0,0,0
New Caledonia,Oceania,12/1/2010,0%,0,0,0,0
Guam,Oceania,12/1/2010,0%,0,0,0,0
American Samoa,Oceania,12/1/2010,0%,0,0,0,0
Fiji,Oceania,12/1/2010,39%,46,0,163,0.075
Kiribati,Oceania,12/1/2010,32%,31,0,120,0
"Micronesia, Fed. Sts.",Oceania,12/1/2010,59%,16,0,128,0.151
Vanuatu,Oceania,12/1/2010,8%,47,0,120,0.055
Tonga,Oceania,12/1/2010,25%,25,0,164,0.115
Samoa,Oceania,12/1/2010,19%,9,0,224,0.107
Papua New Guinea,Oceania,12/1/2010,42%,51,0,194,0.104
Solomon Islands,Oceania,12/1/2010,26%,56,0,80,0.144
American Samoa,Oceania,12/1/2011,0%,0,0,0,0
Marshall Islands,Oceania,12/1/2011,65%,17,0,128,0
New Zealand,Oceania,12/1/2011,34%,1,0,172,0.061
Australia,Oceania,12/1/2011,47%,3,0,109,0.077
New Caledonia,Oceania,12/1/2011,0%,0,0,0,0
French Polynesia,Oceania,12/1/2011,0%,0,0,0,0
Guam,Oceania,12/1/2011,0%,0,0,0,0
Fiji,Oceania,12/1/2011,38%,45,0,163,0.075
Kiribati,Oceania,12/1/2011,32%,31,0,120,0
"Micronesia, Fed. Sts.",Oceania,12/1/2011,59%,16,0,128,0.144
Vanuatu,Oceania,12/1/2011,8%,35,0,120,0.055
Tonga,Oceania,12/1/2011,25%,16,0,164,0.114
Samoa,Oceania,12/1/2011,19%,9,0,224,0.1
Papua New Guinea,Oceania,12/1/2011,42%,51,0,194,0.108
Solomon Islands,Oceania,12/1/2011,26%,42,0,80,0.132
American Samoa,Oceania,12/1/2012,0%,0,0,0,0
Marshall Islands,Oceania,12/1/2012,65%,17,110,128,0
New Zealand,Oceania,12/1/2012,34%,1,3,152,0.058
Australia,Oceania,12/1/2012,47%,3,10,109,0.07
New Caledonia,Oceania,12/1/2012,0%,0,0,0,0
French Polynesia,Oceania,12/1/2012,0%,0,0,0,0
Guam,Oceania,12/1/2012,0%,0,0,0,0
Fiji,Oceania,12/1/2012,38%,59,58,163,0.07
Kiribati,Oceania,12/1/2012,32%,31,117,120,0
"Micronesia, Fed. Sts.",Oceania,12/1/2012,60%,16,150,128,0.143
Tonga,Oceania,12/1/2012,25%,16,60,164,0.1
Vanuatu,Oceania,12/1/2012,8%,35,78,120,0.061
Samoa,Oceania,12/1/2012,19%,9,55,224,0.099
Papua New Guinea,Oceania,12/1/2012,42%,53,108,207,0.108
Solomon Islands,Oceania,12/1/2012,25%,9,92,80,0.113
Cayman Islands,The Americas,12/1/2004,0%,0,0,0,0
Curacao,The Americas,12/1/2004,0%,0,0,0,0
Sint Maarten (Dutch part),The Americas,12/1/2004,0%,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2004,0%,0,0,0,0
St. Kitts and Nevis,The Americas,12/1/2004,0%,0,0,0,0.103
Dominica,The Americas,12/1/2004,0%,0,0,0,0.089
Canada,The Americas,12/1/2004,0%,3,0,0,0.04
Cuba,The Americas,12/1/2004,0%,0,0,0,0
Puerto Rico,The Americas,12/1/2004,0%,7,0,0,0
United States,The Americas,12/1/2004,0%,6,0,0,0.043
Trinidad and Tobago,The Americas,12/1/2004,0%,0,0,0,0.093
Chile,The Americas,12/1/2004,0%,27,0,0,0.051
Greenland,The Americas,12/1/2004,0%,0,0,0,0
Uruguay,The Americas,12/1/2004,0%,45,0,0,0.237
Jamaica,The Americas,12/1/2004,0%,31,0,0,0.181
St. Martin (French part),The Americas,12/1/2004,0%,0,0,0,0
St. Vincent and the Grenadines,The Americas,12/1/2004,0%,0,0,0,0.097
St. Lucia,The Americas,12/1/2004,0%,0,0,0,0.111
Costa Rica,The Americas,12/1/2004,0%,77,0,0,0.234
Grenada,The Americas,12/1/2004,0%,0,0,0,0.102
Suriname,The Americas,12/1/2004,0%,0,0,0,0.204
El Salvador,The Americas,12/1/2004,0%,115,0,0,0
Guyana,The Americas,12/1/2004,0%,46,0,0,0.145
Colombia,The Americas,12/1/2004,0%,42,0,0,0.151
Peru,The Americas,12/1/2004,0%,98,0,0,0.247
Venezuela,The Americas,12/1/2004,0%,141,0,0,0.185
Mexico,The Americas,12/1/2004,0%,58,0,0,0.074
Panama,The Americas,12/1/2004,0%,18,0,0,0.088
Dominican Republic,The Americas,12/1/2004,0%,77,0,0,0.326
Ecuador,The Americas,12/1/2004,0%,92,0,0,0.1
Paraguay,The Americas,12/1/2004,0%,74,0,0,0.335
Nicaragua,The Americas,12/1/2004,0%,39,0,0,0.135
Haiti,The Americas,12/1/2004,0%,202,0,0,0.48
Honduras,The Americas,12/1/2004,0%,62,0,0,0.199
Guatemala,The Americas,12/1/2004,0%,39,0,0,0.138
Cayman Islands,The Americas,12/1/2005,0%,0,0,0,0
Curacao,The Americas,12/1/2005,0%,0,0,0,0
Sint Maarten (Dutch part),The Americas,12/1/2005,0%,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2005,0%,0,0,0,0
Dominica,The Americas,12/1/2005,37%,14,0,147,0.099
St. Kitts and Nevis,The Americas,12/1/2005,52%,19,0,172,0.1
Cuba,The Americas,12/1/2005,0%,0,0,0,0
Canada,The Americas,12/1/2005,48%,3,0,119,0.044
Aruba,The Americas,12/1/2005,0%,0,0,0,0.115
Barbados,The Americas,12/1/2005,0%,0,0,0,0.092
Puerto Rico,The Americas,12/1/2005,58%,7,0,140,0
Bermuda,The Americas,12/1/2005,0%,0,0,0,0
United States,The Americas,12/1/2005,46%,6,0,325,0.062
Trinidad and Tobago,The Americas,12/1/2005,37%,43,0,210,0.091
"Bahamas, The",The Americas,12/1/2005,0%,0,0,0,0.055
Uruguay,The Americas,12/1/2005,71%,45,0,304,0.136
Chile,The Americas,12/1/2005,25%,27,0,316,0.067
Greenland,The Americas,12/1/2005,0%,0,0,0,0
St. Lucia,The Americas,12/1/2005,36%,20,0,71,0.106
Costa Rica,The Americas,12/1/2005,55%,77,0,402,0.247
Brazil,The Americas,12/1/2005,69%,152,0,"2,600",0.554
Jamaica,The Americas,12/1/2005,50%,8,0,414,0.174
St. Vincent and the Grenadines,The Americas,12/1/2005,45%,12,0,76,0.096
Argentina,The Americas,12/1/2005,108%,30,0,453,0.062
St. Martin (French part),The Americas,12/1/2005,0%,0,0,0,0
Grenada,The Americas,12/1/2005,45%,20,0,140,0.101
Antigua and Barbuda,The Americas,12/1/2005,52%,31,0,184,0.114
Suriname,The Americas,12/1/2005,28%,694,0,199,0.174
El Salvador,The Americas,12/1/2005,35%,40,0,320,0
Colombia,The Americas,12/1/2005,84%,42,0,456,0.146
Guyana,The Americas,12/1/2005,39%,42,0,288,0.145
Peru,The Americas,12/1/2005,38%,102,0,424,0.255
Venezuela,The Americas,12/1/2005,50%,141,0,864,0.168
Mexico,The Americas,12/1/2005,56%,58,0,552,0.097
Panama,The Americas,12/1/2005,44%,18,0,560,0.087
Dominican Republic,The Americas,12/1/2005,36%,74,0,232,0.241
Ecuador,The Americas,12/1/2005,35%,69,0,600,0.096
Nicaragua,The Americas,12/1/2005,64%,39,0,240,0.121
Paraguay,The Americas,12/1/2005,55%,74,0,328,0.299
Belize,The Americas,12/1/2005,35%,45,0,147,0.143
Haiti,The Americas,12/1/2005,40%,202,0,184,0.41
Bolivia,The Americas,12/1/2005,80%,50,0,"1,080",0.166
