Country/Region,Region,Year,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Life Expectancy Female,Life Expectancy Male
Macao SAR,Asia,12/1/2010,0,0,0,82,77
South Korea,Asia,12/1/2010,7.30%,"$1,498 ",0.004,84,77
Singapore,Asia,12/1/2010,4.10%,"$1,893 ",0.002,84,79
Japan,Asia,12/1/2010,9.60%,"$4,115 ",0.002,86,80
Thailand,Asia,12/1/2010,3.80%,$183 ,0.013,77,71
China,Asia,12/1/2010,5.00%,$216 ,0.014,76,74
Hong Kong SAR,Asia,12/1/2010,0,0,0,86,80
North Korea,Asia,12/1/2010,0,0,0.025,72,66
Georgia,Asia,12/1/2010,10.10%,$267 ,0.015,77,70
Armenia,Asia,12/1/2010,4.60%,$143 ,0.016,78,71
Vietnam,Asia,12/1/2010,6.90%,$83 ,0.021,80,71
Brunei,Asia,12/1/2010,2.70%,$844 ,0.008,80,76
Myanmar,Asia,12/1/2010,1.90%,$15 ,0.044,67,63
Azerbaijan,Asia,12/1/2010,5.30%,$310 ,0.034,74,67
Sri Lanka,Asia,12/1/2010,3.40%,$82 ,0.009,77,71
Malaysia,Asia,12/1/2010,4.00%,$345 ,0.007,77,72
Indonesia,Asia,12/1/2010,2.90%,$86 ,0.027,72,68
India,Asia,12/1/2010,3.70%,$52 ,0.046,67,64
Bhutan,Asia,12/1/2010,4.10%,$90 ,0.034,67,67
Bangladesh,Asia,12/1/2010,3.70%,$24 ,0.039,70,69
Turkmenistan,Asia,12/1/2010,2.10%,$95 ,0.051,69,61
Maldives,Asia,12/1/2010,5.80%,$379 ,0.011,78,76
Mongolia,Asia,12/1/2010,6.30%,$143 ,0.029,71,63
Kazakhstan,Asia,12/1/2010,4.30%,$398 ,0.019,73,64
Uzbekistan,Asia,12/1/2010,5.40%,$75 ,0.04,71,65
Nepal,Asia,12/1/2010,5.90%,$36 ,0.036,68,66
Philippines,Asia,12/1/2010,4.20%,$90 ,0.025,72,65
Cambodia,Asia,12/1/2010,5.80%,$46 ,0.037,73,68
Pakistan,Asia,12/1/2010,3.00%,$30 ,0.073,67,65
Kyrgyzstan,Asia,12/1/2010,6.70%,$60 ,0.027,74,65
Laos,Asia,12/1/2010,2.60%,$29 ,0.059,68,66
Tajikistan,Asia,12/1/2010,6.00%,$44 ,0.045,70,64
Timor-Leste,Asia,12/1/2010,5.60%,$46 ,0.052,68,64
Afghanistan,Asia,12/1/2010,8.70%,$43 ,0.075,61,58
Japan,Asia,12/1/2011,10.00%,"$4,641 ",0.002,86,79
South Korea,Asia,12/1/2011,7.40%,"$1,652 ",0.003,84,78
Macao SAR,Asia,12/1/2011,0,0,0,82,78
Singapore,Asia,12/1/2011,4.20%,"$2,144 ",0.002,84,80
Thailand,Asia,12/1/2011,4.10%,$214 ,0.012,77,71
China,Asia,12/1/2011,5.10%,$274 ,0.013,76,74
North Korea,Asia,12/1/2011,0,0,0.024,73,66
Georgia,Asia,12/1/2011,9.40%,$310 ,0.014,78,70
Armenia,Asia,12/1/2011,3.70%,$127 ,0.015,78,71
Hong Kong SAR,Asia,12/1/2011,0,0,0,87,80
Vietnam,Asia,12/1/2011,6.80%,$93 ,0.02,80,71
Brunei,Asia,12/1/2011,2.20%,$917 ,0.008,80,76
Myanmar,Asia,12/1/2011,1.80%,$19 ,0.042,67,63
Sri Lanka,Asia,12/1/2011,3.30%,$93 ,0.009,77,71
Malaysia,Asia,12/1/2011,3.80%,$384 ,0.007,77,72
Azerbaijan,Asia,12/1/2011,5.00%,$359 ,0.032,74,68
Bhutan,Asia,12/1/2011,3.70%,$94 ,0.033,68,67
Indonesia,Asia,12/1/2011,2.90%,$99 ,0.026,72,68
India,Asia,12/1/2011,3.90%,$62 ,0.045,68,64
Bangladesh,Asia,12/1/2011,3.80%,$27 ,0.037,71,69
Turkmenistan,Asia,12/1/2011,2.10%,$114 ,0.05,69,61
Uzbekistan,Asia,12/1/2011,5.60%,$91 ,0.039,71,65
Nepal,Asia,12/1/2011,6.10%,$41 ,0.035,69,66
Maldives,Asia,12/1/2011,8.10%,$525 ,0.01,78,76
Mongolia,Asia,12/1/2011,6.00%,$190 ,0.028,71,63
Kazakhstan,Asia,12/1/2011,3.90%,$458 ,0.018,74,64
Philippines,Asia,12/1/2011,4.40%,$105 ,0.025,72,65
Pakistan,Asia,12/1/2011,3.00%,$36 ,0.072,67,65
Cambodia,Asia,12/1/2011,5.60%,$49 ,0.036,74,68
Kyrgyzstan,Asia,12/1/2011,6.20%,$71 ,0.025,74,66
Laos,Asia,12/1/2011,2.80%,$35 ,0.057,69,66
Tajikistan,Asia,12/1/2011,5.80%,$48 ,0.043,71,64
Timor-Leste,Asia,12/1/2011,4.60%,$46 ,0.05,68,65
Afghanistan,Asia,12/1/2011,8.40%,$48 ,0.074,61,59
Japan,Asia,12/1/2012,10.10%,"$4,752 ",0.002,86,80
Thailand,Asia,12/1/2012,3.90%,$215 ,0.012,78,71
Macao SAR,Asia,12/1/2012,0,0,0,82,78
South Korea,Asia,12/1/2012,7.50%,"$1,703 ",0.003,85,78
Singapore,Asia,12/1/2012,4.70%,"$2,426 ",0.002,85,80
China,Asia,12/1/2012,5.40%,$322 ,0.012,77,74
Hong Kong SAR,Asia,12/1/2012,0,0,0,86,81
North Korea,Asia,12/1/2012,0,0,0.023,73,66
Georgia,Asia,12/1/2012,9.20%,$333 ,0.013,78,70
Armenia,Asia,12/1/2012,4.50%,$150 ,0.015,78,71
Vietnam,Asia,12/1/2012,6.60%,$102 ,0.02,80,71
Brunei,Asia,12/1/2012,2.30%,$939 ,0.008,80,77
Myanmar,Asia,12/1/2012,1.80%,$20 ,0.041,67,63
Sri Lanka,Asia,12/1/2012,3.10%,$89 ,0.009,77,71
Malaysia,Asia,12/1/2012,3.90%,$410 ,0.007,77,73
Azerbaijan,Asia,12/1/2012,5.40%,$398 ,0.031,74,68
Indonesia,Asia,12/1/2012,3.00%,$108 ,0.025,73,69
Bhutan,Asia,12/1/2012,3.80%,$90 ,0.031,68,68
Bangladesh,Asia,12/1/2012,3.60%,$26 ,0.035,71,70
India,Asia,12/1/2012,4.00%,$61 ,0.043,68,65
Uzbekistan,Asia,12/1/2012,5.90%,$105 ,0.038,72,65
Turkmenistan,Asia,12/1/2012,2.00%,$129 ,0.048,70,61
Nepal,Asia,12/1/2012,5.50%,$36 ,0.033,69,67
Maldives,Asia,12/1/2012,8.50%,$558 ,0.009,79,77
Mongolia,Asia,12/1/2012,6.30%,$232 ,0.027,71,63
Kazakhstan,Asia,12/1/2012,4.20%,$521 ,0.016,74,65
Philippines,Asia,12/1/2012,4.60%,$119 ,0.024,72,65
Pakistan,Asia,12/1/2012,3.10%,$39 ,0.071,67,66
Cambodia,Asia,12/1/2012,5.40%,$51 ,0.034,74,69
Laos,Asia,12/1/2012,2.90%,$40 ,0.055,69,66
Kyrgyzstan,Asia,12/1/2012,7.10%,$84 ,0.023,74,66
Tajikistan,Asia,12/1/2012,5.80%,$55 ,0.042,71,64
Afghanistan,Asia,12/1/2012,8.60%,$51 ,0.072,62,59
Timor-Leste,Asia,12/1/2012,4.30%,$50 ,0.048,69,66
Monaco,Europe,12/1/2005,4.00%,"$4,960 ",0.004,0,0
Faeroe Islands,Europe,12/1/2005,0,0,0,82,77
Bosnia and Herzegovina,Europe,12/1/2005,8.70%,$246 ,0.007,78,73
Germany,Europe,12/1/2005,10.80%,"$3,624 ",0.004,82,76
Ukraine,Europe,12/1/2005,6.40%,$117 ,0.013,74,62
Belarus,Europe,12/1/2005,6.90%,$215 ,0.007,75,63
Lithuania,Europe,12/1/2005,5.80%,$446 ,0.008,77,65
Bulgaria,Europe,12/1/2005,7.30%,$274 ,0.014,76,69
Slovenia,Europe,12/1/2005,8.40%,"$1,494 ",0.004,81,74
Russia,Europe,12/1/2005,5.20%,$277 ,0.014,72,59
Latvia,Europe,12/1/2005,6.40%,$442 ,0.011,77,66
Romania,Europe,12/1/2005,5.50%,$251 ,0.018,76,68
Hungary,Europe,12/1/2005,8.40%,$923 ,0.007,77,69
Serbia,Europe,12/1/2005,9.10%,$307 ,0.008,75,70
Slovakia,Europe,12/1/2005,7.00%,$627 ,0.008,78,70
Poland,Europe,12/1/2005,6.20%,$494 ,0.007,79,71
Croatia,Europe,12/1/2005,7.00%,$705 ,0.006,79,72
Czech Republic,Europe,12/1/2005,6.90%,$882 ,0.004,79,73
Portugal,Europe,12/1/2005,10.40%,"$1,886 ",0.004,81,75
Malta,Europe,12/1/2005,9.10%,"$1,394 ",0.006,81,77
Austria,Europe,12/1/2005,10.40%,"$3,863 ",0.004,82,77
Greece,Europe,12/1/2005,9.70%,"$2,093 ",0.005,82,77
Italy,Europe,12/1/2005,8.70%,"$2,672 ",0.004,84,78
Switzerland,Europe,12/1/2005,10.90%,"$5,637 ",0.004,84,79
San Marino,Europe,12/1/2005,5.30%,"$3,399 ",0.004,85,79
Isle of Man,Europe,12/1/2005,0,0,0,0,0
Andorra,Europe,12/1/2005,5.80%,"$2,356 ",0.003,0,0
Estonia,Europe,12/1/2005,5.00%,$513 ,0.006,78,67
North Macedonia,Europe,12/1/2005,8.10%,$231 ,0.012,77,72
Finland,Europe,12/1/2005,8.40%,"$3,151 ",0.003,82,76
Belgium,Europe,12/1/2005,10.00%,"$3,606 ",0.004,82,76
Liechtenstein,Europe,12/1/2005,0,0,0,84,77
Spain,Europe,12/1/2005,8.30%,"$2,178 ",0.005,84,77
Sweden,Europe,12/1/2005,9.10%,"$3,726 ",0.003,83,78
Moldova,Europe,12/1/2005,9.20%,$76 ,0.019,72,64
Denmark,Europe,12/1/2005,9.80%,"$4,652 ",0.004,80,76
Cyprus,Europe,12/1/2005,6.40%,"$1,434 ",0.004,81,77
United Kingdom,Europe,12/1/2005,8.30%,"$3,161 ",0.005,81,77
Luxembourg,Europe,12/1/2005,7.90%,"$6,485 ",0.003,82,77
Netherlands,Europe,12/1/2005,10.90%,"$4,261 ",0.005,82,77
Norway,Europe,12/1/2005,9.50%,"$6,293 ",0.003,83,78
Montenegro,Europe,12/1/2005,8.70%,$319 ,0.01,76,71
France,Europe,12/1/2005,11.00%,"$3,750 ",0.004,84,77
Albania,Europe,12/1/2005,6.30%,$160 ,0.018,79,73
Iceland,Europe,12/1/2005,9.60%,"$5,329 ",0.002,84,80
Ireland,Europe,12/1/2005,7.60%,"$3,734 ",0.004,81,77
Turkey,Europe,12/1/2005,5.40%,$366 ,0.026,76,69
Kosovo,Europe,12/1/2005,0,0,0,71,67
Isle of Man,Europe,12/1/2006,0,0,0,0,0
Monaco,Europe,12/1/2006,3.80%,"$5,115 ",0.004,0,0
Faeroe Islands,Europe,12/1/2006,0,0,0,82,77
Bosnia and Herzegovina,Europe,12/1/2006,8.50%,$275 ,0.007,78,73
Germany,Europe,12/1/2006,10.60%,"$3,746 ",0.004,82,76
Croatia,Europe,12/1/2006,7.00%,$790 ,0.006,79,73
Slovenia,Europe,12/1/2006,8.30%,"$1,610 ",0.003,82,75
Malta,Europe,12/1/2006,9.00%,"$1,445 ",0.006,82,77
Austria,Europe,12/1/2006,10.20%,"$4,016 ",0.004,83,77
Russia,Europe,12/1/2006,5.30%,$365 ,0.013,73,60
Ukraine,Europe,12/1/2006,6.40%,$147 ,0.012,74,62
Belarus,Europe,12/1/2006,6.30%,$243 ,0.007,76,64
Lithuania,Europe,12/1/2006,6.20%,$552 ,0.008,77,65
Latvia,Europe,12/1/2006,6.80%,$590 ,0.01,77,66
Romania,Europe,12/1/2006,5.10%,$289 ,0.017,76,69
Bulgaria,Europe,12/1/2006,6.90%,$297 ,0.013,76,69
Hungary,Europe,12/1/2006,8.30%,$922 ,0.007,77,69
Slovakia,Europe,12/1/2006,7.30%,$761 ,0.008,78,70
Serbia,Europe,12/1/2006,9.40%,$371 ,0.007,76,71
Poland,Europe,12/1/2006,6.20%,$554 ,0.006,80,71
Czech Republic,Europe,12/1/2006,6.70%,$969 ,0.004,80,74
Portugal,Europe,12/1/2006,10.00%,"$1,915 ",0.004,82,75
Greece,Europe,12/1/2006,9.70%,"$2,293 ",0.005,82,77
Liechtenstein,Europe,12/1/2006,0,0,0,83,79
Italy,Europe,12/1/2006,8.80%,"$2,818 ",0.004,84,79
Switzerland,Europe,12/1/2006,10.40%,"$5,643 ",0.004,84,79
San Marino,Europe,12/1/2006,5.10%,"$3,444 ",0.004,85,79
Andorra,Europe,12/1/2006,6.00%,"$2,631 ",0.003,0,0
Estonia,Europe,12/1/2006,5.00%,$620 ,0.005,78,67
North Macedonia,Europe,12/1/2006,7.80%,$246 ,0.012,77,72
Finland,Europe,12/1/2006,8.30%,"$3,302 ",0.003,83,76
Netherlands,Europe,12/1/2006,10.70%,"$4,459 ",0.004,82,78
Spain,Europe,12/1/2006,8.40%,"$2,371 ",0.005,84,78
Moldova,Europe,12/1/2006,10.60%,$101 ,0.018,72,64
Denmark,Europe,12/1/2006,9.90%,"$5,017 ",0.004,80,76
Cyprus,Europe,12/1/2006,6.30%,"$1,494 ",0.004,81,77
United Kingdom,Europe,12/1/2006,8.40%,"$3,423 ",0.005,81,77
Luxembourg,Europe,12/1/2006,7.70%,"$7,029 ",0.003,82,77
Belgium,Europe,12/1/2006,9.50%,"$3,608 ",0.004,82,77
Sweden,Europe,12/1/2006,8.90%,"$3,947 ",0.003,83,79
Montenegro,Europe,12/1/2006,8.20%,$361 ,0.009,76,71
France,Europe,12/1/2006,11.00%,"$3,907 ",0.004,85,77
Norway,Europe,12/1/2006,9.20%,"$6,778 ",0.003,83,78
Albania,Europe,12/1/2006,6.00%,$168 ,0.017,80,73
Ireland,Europe,12/1/2006,7.50%,"$3,982 ",0.004,82,77
Iceland,Europe,12/1/2006,9.40%,"$5,205 ",0.002,83,80
Kosovo,Europe,12/1/2006,0,0,0,71,67
Turkey,Europe,12/1/2006,5.80%,$422 ,0.024,76,69
Monaco,Europe,12/1/2007,3.40%,"$5,671 ",0.004,0,0
Bosnia and Herzegovina,Europe,12/1/2007,8.60%,$341 ,0.007,78,73
Germany,Europe,12/1/2007,10.50%,"$4,231 ",0.004,82,77
Serbia,Europe,12/1/2007,10.40%,$547 ,0.007,76,71
Croatia,Europe,12/1/2007,7.50%,"$1,008 ",0.005,79,72
Austria,Europe,12/1/2007,10.30%,"$4,636 ",0.004,83,77
Malta,Europe,12/1/2007,8.50%,"$1,580 ",0.006,82,78
San Marino,Europe,12/1/2007,5.00%,"$3,872 ",0.003,85,80
Andorra,Europe,12/1/2007,6.20%,"$3,012 ",0.003,0,0
Ukraine,Europe,12/1/2007,6.40%,$194 ,0.012,74,63
Lithuania,Europe,12/1/2007,6.20%,$725 ,0.007,77,65
Romania,Europe,12/1/2007,5.20%,$414 ,0.015,76,69
Bulgaria,Europe,12/1/2007,6.80%,$375 ,0.012,76,69
Hungary,Europe,12/1/2007,7.70%,"$1,038 ",0.007,77,69
Slovakia,Europe,12/1/2007,7.80%,"$1,078 ",0.008,78,71
Poland,Europe,12/1/2007,6.30%,$706 ,0.006,80,71
Portugal,Europe,12/1/2007,10.00%,"$2,185 ",0.003,82,75
Slovenia,Europe,12/1/2007,7.90%,"$1,850 ",0.003,82,75
Greece,Europe,12/1/2007,9.80%,"$2,682 ",0.004,82,77
Liechtenstein,Europe,12/1/2007,0,0,0,84,79
Italy,Europe,12/1/2007,8.50%,"$3,058 ",0.004,84,79
Switzerland,Europe,12/1/2007,10.20%,"$6,126 ",0.004,84,79
Isle of Man,Europe,12/1/2007,0,0,0,0,0
Russia,Europe,12/1/2007,5.40%,$487 ,0.012,74,61
Belarus,Europe,12/1/2007,6.40%,$304 ,0.006,76,65
Latvia,Europe,12/1/2007,7.00%,$883 ,0.01,77,66
North Macedonia,Europe,12/1/2007,7.00%,$272 ,0.011,77,72
Czech Republic,Europe,12/1/2007,6.50%,"$1,144 ",0.004,80,74
Finland,Europe,12/1/2007,8.00%,"$3,751 ",0.003,83,76
Luxembourg,Europe,12/1/2007,6.80%,"$7,326 ",0.002,82,77
Netherlands,Europe,12/1/2007,10.80%,"$5,150 ",0.004,82,78
Spain,Europe,12/1/2007,8.50%,"$2,752 ",0.004,84,78
Moldova,Europe,12/1/2007,10.90%,$134 ,0.017,72,64
Estonia,Europe,12/1/2007,5.10%,$835 ,0.005,79,67
Denmark,Europe,12/1/2007,10.00%,"$5,710 ",0.004,81,76
Cyprus,Europe,12/1/2007,6.10%,"$1,691 ",0.004,81,77
Belgium,Europe,12/1/2007,9.50%,"$4,136 ",0.004,83,77
Norway,Europe,12/1/2007,9.50%,"$7,978 ",0.003,83,78
Sweden,Europe,12/1/2007,8.90%,"$4,526 ",0.003,83,79
Montenegro,Europe,12/1/2007,7.00%,$414 ,0.008,76,72
Albania,Europe,12/1/2007,6.40%,$218 ,0.017,80,73
United Kingdom,Europe,12/1/2007,8.50%,"$3,953 ",0.005,82,77
France,Europe,12/1/2007,10.90%,"$4,413 ",0.004,85,78
Faeroe Islands,Europe,12/1/2007,0,0,0,83,78
Iceland,Europe,12/1/2007,9.30%,"$6,182 ",0.002,83,80
Ireland,Europe,12/1/2007,7.90%,"$4,733 ",0.004,82,77
Kosovo,Europe,12/1/2007,0,0,0,71,67
Turkey,Europe,12/1/2007,6.00%,$558 ,0.023,77,70
Isle of Man,Europe,12/1/2008,0,0,0,0,0
Monaco,Europe,12/1/2008,3.60%,"$6,623 ",0.003,0,0
Faeroe Islands,Europe,12/1/2008,0,0,0,83,78
Bosnia and Herzegovina,Europe,12/1/2008,8.80%,$425 ,0.007,78,73
Germany,Europe,12/1/2008,10.70%,"$4,718 ",0.004,82,77
Serbia,Europe,12/1/2008,10.40%,$673 ,0.007,76,71
Austria,Europe,12/1/2008,10.50%,"$5,211 ",0.004,83,78
Andorra,Europe,12/1/2008,6.20%,"$3,105 ",0.003,0,0
Bulgaria,Europe,12/1/2008,7.00%,$474 ,0.012,77,70
Hungary,Europe,12/1/2008,7.50%,"$1,146 ",0.006,78,70
Croatia,Europe,12/1/2008,7.80%,"$1,224 ",0.005,80,72
Portugal,Europe,12/1/2008,10.20%,"$2,425 ",0.003,82,76
Malta,Europe,12/1/2008,8.20%,"$1,596 ",0.006,82,77
Italy,Europe,12/1/2008,8.90%,"$3,441 ",0.004,85,79
Switzerland,Europe,12/1/2008,10.30%,"$7,104 ",0.004,84,80
Liechtenstein,Europe,12/1/2008,0,0,0,86,80
Ukraine,Europe,12/1/2008,6.60%,$257 ,0.011,74,63
Belarus,Europe,12/1/2008,5.90%,$378 ,0.006,77,65
Lithuania,Europe,12/1/2008,6.60%,$934 ,0.007,78,66
Latvia,Europe,12/1/2008,6.60%,$979 ,0.009,78,67
Romania,Europe,12/1/2008,5.40%,$516 ,0.014,76,69
Slovakia,Europe,12/1/2008,8.00%,"$1,400 ",0.007,79,71
Poland,Europe,12/1/2008,6.90%,$956 ,0.006,80,71
North Macedonia,Europe,12/1/2008,6.90%,$325 ,0.01,77,72
Slovenia,Europe,12/1/2008,8.30%,"$2,265 ",0.003,82,75
Finland,Europe,12/1/2008,8.30%,"$4,262 ",0.003,83,76
Netherlands,Europe,12/1/2008,11.00%,"$5,834 ",0.004,82,78
Greece,Europe,12/1/2008,10.10%,"$3,085 ",0.004,83,78
Spain,Europe,12/1/2008,8.90%,"$3,146 ",0.004,84,78
San Marino,Europe,12/1/2008,5.00%,"$4,069 ",0.003,86,80
Russia,Europe,12/1/2008,5.10%,$594 ,0.012,74,62
Moldova,Europe,12/1/2008,11.40%,$193 ,0.016,72,64
Estonia,Europe,12/1/2008,6.00%,"$1,060 ",0.004,79,69
Montenegro,Europe,12/1/2008,6.30%,$466 ,0.007,76,72
Czech Republic,Europe,12/1/2008,6.80%,"$1,481 ",0.004,80,74
Denmark,Europe,12/1/2008,10.20%,"$6,395 ",0.004,81,76
Cyprus,Europe,12/1/2008,6.90%,"$2,182 ",0.003,81,77
Belgium,Europe,12/1/2008,9.90%,"$4,715 ",0.004,83,77
Luxembourg,Europe,12/1/2008,7.30%,"$8,305 ",0.002,83,78
Sweden,Europe,12/1/2008,9.20%,"$4,886 ",0.003,83,79
Albania,Europe,12/1/2008,6.10%,$251 ,0.016,80,74
United Kingdom,Europe,12/1/2008,9.00%,"$3,875 ",0.005,82,78
Norway,Europe,12/1/2008,9.00%,"$8,626 ",0.003,83,78
France,Europe,12/1/2008,11.00%,"$4,877 ",0.004,85,78
Iceland,Europe,12/1/2008,9.30%,"$4,959 ",0.002,83,80
Ireland,Europe,12/1/2008,9.10%,"$5,393 ",0.004,82,78
Turkey,Europe,12/1/2008,6.10%,$628 ,0.022,77,70
Kosovo,Europe,12/1/2008,0,0,0,72,67
Isle of Man,Europe,12/1/2009,0,0,0,0,0
Monaco,Europe,12/1/2009,4.30%,"$6,458 ",0.003,0,0
Faeroe Islands,Europe,12/1/2009,0,0,0,84,78
Germany,Europe,12/1/2009,11.80%,"$4,727 ",0.004,83,77
Bosnia and Herzegovina,Europe,12/1/2009,9.90%,$440 ,0.007,78,73
Portugal,Europe,12/1/2009,10.80%,"$2,382 ",0.003,82,76
Austria,Europe,12/1/2009,11.20%,"$5,125 ",0.004,83,77
Andorra,Europe,12/1/2009,6.20%,"$2,762 ",0.003,0,0
Latvia,Europe,12/1/2009,6.80%,$784 ,0.009,78,68
Hungary,Europe,12/1/2009,7.70%,$977 ,0.006,78,70
Serbia,Europe,12/1/2009,10.50%,$577 ,0.007,76,71
Croatia,Europe,12/1/2009,7.80%,"$1,095 ",0.005,80,73
Malta,Europe,12/1/2009,8.30%,"$1,669 ",0.006,83,78
Italy,Europe,12/1/2009,9.40%,"$3,306 ",0.004,85,79
Switzerland,Europe,12/1/2009,11.00%,"$7,277 ",0.004,84,80
Ukraine,Europe,12/1/2009,7.80%,$198 ,0.011,75,64
Belarus,Europe,12/1/2009,6.10%,$314 ,0.005,76,65
Romania,Europe,12/1/2009,5.60%,$431 ,0.013,77,70
Bulgaria,Europe,12/1/2009,7.20%,$463 ,0.012,77,70
Slovakia,Europe,12/1/2009,9.20%,"$1,475 ",0.007,79,71
North Macedonia,Europe,12/1/2009,6.90%,$306 ,0.01,77,72
Poland,Europe,12/1/2009,7.20%,$813 ,0.005,80,72
Czech Republic,Europe,12/1/2009,8.00%,"$1,498 ",0.004,80,74
Slovenia,Europe,12/1/2009,9.20%,"$2,235 ",0.003,82,76
Denmark,Europe,12/1/2009,11.50%,"$6,464 ",0.004,81,77
Finland,Europe,12/1/2009,9.20%,"$4,121 ",0.003,83,77
Greece,Europe,12/1/2009,10.00%,"$2,861 ",0.004,83,78
Luxembourg,Europe,12/1/2009,8.00%,"$8,127 ",0.002,83,78
Netherlands,Europe,12/1/2009,11.90%,"$5,740 ",0.004,83,79
Spain,Europe,12/1/2009,9.60%,"$3,058 ",0.004,85,79
Liechtenstein,Europe,12/1/2009,0,0,0,84,80
San Marino,Europe,12/1/2009,5.10%,"$3,548 ",0.003,86,80
Russia,Europe,12/1/2009,6.20%,$525 ,0.011,75,63
Moldova,Europe,12/1/2009,12.50%,$190 ,0.016,72,65
Lithuania,Europe,12/1/2009,7.50%,$836 ,0.006,79,68
Estonia,Europe,12/1/2009,6.80%,$968 ,0.004,80,70
Montenegro,Europe,12/1/2009,6.30%,$424 ,0.007,77,72
Cyprus,Europe,12/1/2009,7.40%,"$2,115 ",0.003,81,77
Belgium,Europe,12/1/2009,10.60%,"$4,664 ",0.004,83,77
Sweden,Europe,12/1/2009,9.90%,"$4,357 ",0.003,83,79
Albania,Europe,12/1/2009,6.00%,$230 ,0.015,80,74
United Kingdom,Europe,12/1/2009,9.90%,"$3,512 ",0.005,82,78
France,Europe,12/1/2009,11.70%,"$4,776 ",0.004,85,78
Norway,Europe,12/1/2009,10.10%,"$7,944 ",0.003,83,79
Iceland,Europe,12/1/2009,9.70%,"$3,696 ",0.002,84,80
Ireland,Europe,12/1/2009,10.00%,"$5,040 ",0.004,83,78
Turkey,Europe,12/1/2009,6.70%,$580 ,0.021,77,70
Kosovo,Europe,12/1/2009,0,0,0,72,68
Isle of Man,Europe,12/1/2010,0,0,0,0,0
Monaco,Europe,12/1/2010,4.40%,"$6,431 ",0.003,0,0
Faeroe Islands,Europe,12/1/2010,0,0,0,84,79
Germany,Europe,12/1/2010,11.50%,"$4,668 ",0.004,83,78
Latvia,Europe,12/1/2010,6.50%,$742 ,0.008,78,69
Serbia,Europe,12/1/2010,10.70%,$546 ,0.007,77,71
Hungary,Europe,12/1/2010,8.00%,"$1,026 ",0.006,78,71
Bosnia and Herzegovina,Europe,12/1/2010,9.80%,$427 ,0.007,78,73
Austria,Europe,12/1/2010,11.60%,"$5,272 ",0.004,83,78
Malta,Europe,12/1/2010,8.50%,"$1,707 ",0.006,84,79
Liechtenstein,Europe,12/1/2010,0,0,0,84,80
Italy,Europe,12/1/2010,9.40%,"$3,205 ",0.003,85,80
Andorra,Europe,12/1/2010,7.20%,"$2,958 ",0.002,0,0
Bulgaria,Europe,12/1/2010,7.60%,$480 ,0.011,77,70
Croatia,Europe,12/1/2010,7.80%,"$1,051 ",0.005,80,74
Portugal,Europe,12/1/2010,10.80%,"$2,324 ",0.003,82,76
Greece,Europe,12/1/2010,9.40%,"$2,442 ",0.004,83,78
Spain,Europe,12/1/2010,9.60%,"$2,902 ",0.004,85,79
Switzerland,Europe,12/1/2010,10.90%,"$7,697 ",0.004,85,80
Ukraine,Europe,12/1/2010,7.80%,$231 ,0.01,76,65
Belarus,Europe,12/1/2010,5.60%,$323 ,0.005,77,65
Romania,Europe,12/1/2010,5.90%,$457 ,0.012,77,70
Slovakia,Europe,12/1/2010,9.00%,"$1,446 ",0.007,79,72
Poland,Europe,12/1/2010,7.00%,$860 ,0.005,81,72
North Macedonia,Europe,12/1/2010,7.00%,$309 ,0.009,77,73
Czech Republic,Europe,12/1/2010,7.40%,"$1,404 ",0.003,81,74
Slovenia,Europe,12/1/2010,8.90%,"$2,044 ",0.003,83,76
Denmark,Europe,12/1/2010,11.10%,"$6,266 ",0.003,81,77
Finland,Europe,12/1/2010,9.00%,"$3,978 ",0.003,83,77
Netherlands,Europe,12/1/2010,12.10%,"$5,676 ",0.004,83,79
San Marino,Europe,12/1/2010,5.30%,"$3,319 ",0.003,86,80
Moldova,Europe,12/1/2010,11.70%,$190 ,0.015,72,65
Lithuania,Europe,12/1/2010,7.00%,$782 ,0.006,79,68
Estonia,Europe,12/1/2010,6.30%,$894 ,0.004,81,71
Montenegro,Europe,12/1/2010,7.20%,$476 ,0.006,77,72
Cyprus,Europe,12/1/2010,7.40%,"$2,012 ",0.003,81,77
Belgium,Europe,12/1/2010,10.50%,"$4,570 ",0.004,83,78
Luxembourg,Europe,12/1/2010,7.20%,"$7,592 ",0.002,84,78
Sweden,Europe,12/1/2010,9.50%,"$4,694 ",0.003,84,80
Russia,Europe,12/1/2010,6.30%,$669 ,0.01,75,63
Albania,Europe,12/1/2010,5.50%,$207 ,0.015,80,74
France,Europe,12/1/2010,11.70%,"$4,634 ",0.004,85,78
United Kingdom,Europe,12/1/2010,9.60%,"$3,489 ",0.004,82,79
Norway,Europe,12/1/2010,10.00%,"$8,694 ",0.003,83,79
Iceland,Europe,12/1/2010,9.40%,"$3,730 ",0.002,84,80
Ireland,Europe,12/1/2010,9.30%,"$4,320 ",0.004,83,79
Turkey,Europe,12/1/2010,6.80%,$680 ,0.02,78,71
Kosovo,Europe,12/1/2010,0,0,0,72,68
Isle of Man,Europe,12/1/2011,0,0,0,0,0
Andorra,Europe,12/1/2011,7.20%,"$3,053 ",0.002,0,0
Monaco,Europe,12/1/2011,4.40%,"$7,180 ",0.003,0,0
Germany,Europe,12/1/2011,11.30%,"$4,996 ",0.003,83,78
Latvia,Europe,12/1/2011,6.00%,$826 ,0.008,79,69
